"Disease","Read code","Medcode","Descr","Category"
"Dementia","1461.00","5931.0","H/O: dementia","History of Dementia"
"Dementia","66h..00","55023.0","Dementia monitoring","History of Dementia"
"Dementia","6AB..00","12710.0","Dementia annual review","History of Dementia"
"Dementia","8CMZ.00","106311.0","Dementia care plan","History of Dementia"
"Dementia","9hD0.00","30641.0","Excepted from dementia quality indicators: Patient unsuitabl","History of Dementia"
"Dementia","9hD1.00","40805.0","Excepted from dementia quality indicators: Informed dissent","History of Dementia"
"Dementia","9hD..00","44341.0","Exception reporting: dementia quality indicators","History of Dementia"
"Dementia","9Ou1.00","49674.0","Dementia monitoring first letter","History of Dementia"
"Dementia","9Ou2.00","83576.0","Dementia monitoring second letter","History of Dementia"
"Dementia","9Ou3.00","89036.0","Dementia monitoring third letter","History of Dementia"
"Dementia","9Ou4.00","89037.0","Dementia monitoring verbal invite","History of Dementia"
"Dementia","9Ou5.00","65235.0","Dementia monitoring telephone invite","History of Dementia"
"Dementia","9Ou..00","85853.0","Dementia monitoring administration","History of Dementia"
"Dementia","E000.00","7323.0","Uncomplicated senile dementia","Diagnosis of Dementia"
"Dementia","E001000","42602.0","Uncomplicated presenile dementia","Diagnosis of Dementia"
"Dementia","E001100","49513.0","Presenile dementia with delirium","Diagnosis of Dementia"
"Dementia","E001200","30032.0","Presenile dementia with paranoia","Diagnosis of Dementia"
"Dementia","E001300","27677.0","Presenile dementia with depression","Diagnosis of Dementia"
"Dementia","E001.00","15165.0","Presenile dementia","Diagnosis of Dementia"
"Dementia","E001z00","38438.0","Presenile dementia NOS","Diagnosis of Dementia"
"Dementia","E002000","18386.0","Senile dementia with paranoia","Diagnosis of Dementia"
"Dementia","E002100","21887.0","Senile dementia with depression","Diagnosis of Dementia"
"Dementia","E002.00","44674.0","Senile dementia with depressive or paranoid features","Diagnosis of Dementia"
"Dementia","E002z00","41089.0","Senile dementia with depressive or paranoid features NOS","Diagnosis of Dementia"
"Dementia","E003.00","37015.0","Senile dementia with delirium","Diagnosis of Dementia"
"Dementia","E004000","43089.0","Uncomplicated arteriosclerotic dementia","Diagnosis of Dementia"
"Dementia","E004100","56912.0","Arteriosclerotic dementia with delirium","Diagnosis of Dementia"
"Dementia","E004200","55467.0","Arteriosclerotic dementia with paranoia","Diagnosis of Dementia"
"Dementia","E004300","43292.0","Arteriosclerotic dementia with depression","Diagnosis of Dementia"
"Dementia","E004.00","19477.0","Arteriosclerotic dementia","Diagnosis of Dementia"
"Dementia","E004.11","8634.0","Multi infarct dementia","Diagnosis of Dementia"
