Disease,Readcode,Medcode,ReadcodeDescr,Category
Obstructive and reflux uropathy,K110.00,2420.0,Hydrocalycosis,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K111.00,17778.0,Hydroureteronephrosis,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K112.00,27592.0,Hydronephrosis with renal and ureteral calculous obstruction,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K113.00,10410.0,Hydronephrosis with ureteropelvic junction obstruction,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K113.11,8522.0,Hydronephrosis with pelviureteric junction obstruction,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K11..00,3277.0,Hydronephrosis,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K11X.00,28159.0,Hydronephrosis with ureteral stricture NEC,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K11z.00,27302.0,Hydronephrosis NOS,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K133000,48616.0,Postoperative ureteric constriction,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K133100,4890.0,Stricture of pelviureteric junction,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K133.00,3485.0,Stricture of ureter,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K133z00,15835.0,Stricture of ureter NOS,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K134000,15688.0,Idiopathic retroperitoneal fibrosis,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K134.00,6792.0,Other ureteric obstruction,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K134z00,2365.0,Occlusion of ureter NOS,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K135.00,31841.0,Hydroureter,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K137.00,2421.0,Vesicoureteric reflux,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K137.11,4443.0,Ureteric reflux,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K196.00,8877.0,Urinary obstruction unspecified,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,K196.11,12095.0,"Obstructive uropathy, unspecified",Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,Kyu1100,72621.0,[X]Other and unspecified hydronephrosis,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,Kyu1200,107866.0,[X]Other obstructive and reflux uropathy,Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,Kyu1300,105941.0,"[X]Obstructive and reflux uropathy, unspecified",Diagnosis of Obstructive and reflux uropathy
Obstructive and reflux uropathy,Kyu1F00,98067.0,[X]Hydronephrosis with ureteral stricture NEC,Diagnosis of Obstructive and reflux uropathy
