Disease,Readcode,Medcode,ReadcodeDescr,Category
"Haemangioma, any site",2F25.00,6525.0,O/E - capilliary naevi present,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",7A6G600,4386.0,Excision of haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0000,15185.0,Haemangioma of unspecified site,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0100,1165.0,Haemangioma of skin and subcutaneous tissue,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0111,12281.0,Skin haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0112,48140.0,Subcutaneous haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0200,5100.0,Haemangioma of intracranial structures,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0300,43674.0,Haemangioma of retina,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0400,33366.0,Haemangioma of intra-abdominal structures,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0.00,679.0,Haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0.11,15169.0,Glomus tumour,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J0z00,28527.0,Haemangioma NOS,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7J..00,57570.0,Haemangiomas and lymphangiomas of any site,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",B7Jz.00,33641.0,Haemangioma or lymphangioma NOS,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBd7.00,21598.0,[M]Haemangioblastic meningioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBd8.00,50822.0,[M]Haemangiopericytic meningioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBDC.00,45969.0,[M]Glomus tumour,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBGK.13,22655.0,[M]Sclerosing haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT0.00,45686.0,[M]Haemangioma NOS,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT2.00,4392.0,[M]Cavernous haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT3.00,17738.0,[M]Venous haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT4.00,101256.0,[M]Racemose haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT4.11,11719.0,[M]Arteriovenous haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT7000,94042.0,"[M]Haemangioendothelioma, benign","Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT8.00,7363.0,[M]Capillary haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT8.11,109447.0,[M]Haemangioma simplex,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT8.12,50658.0,[M]Infantile haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT8.13,65852.0,[M]Juvenile haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT8.14,62001.0,[M]Plexiform haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT9.00,43321.0,[M]Intramuscular haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBT..11,36646.0,[M]Haemangiomatous tumours,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBTC.00,37117.0,[M]Verrucous keratotic haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBTD000,99715.0,"[M]Haemangiopericytoma, benign","Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBTF.00,1969.0,[M]Haemangioblastoma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBTG.00,53774.0,[M]Epithelioid haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",BBTH.00,59746.0,[M]Histiocytoid haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",G771200,6185.0,Campbell de Morgan's spots,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",PG42000,59737.0,Multiple enchondromata with haemangioma,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",PG42011,101861.0,Kast's syndrome,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",PG42012,61992.0,Maffuci's syndrome,"Diagnosis of Haemangioma, any site"
"Haemangioma, any site",PH31200,531.0,Strawberry naevus,"Diagnosis of Haemangioma, any site"
