Disease,Readcode,Medcode,ReadcodeDescr,Category
Enthesopathies & synovial disorders,N040Q00,18155.0,Rheumatoid bursitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N04y300,102873.0,Remitting seronegative symmetrical synovitis pitting oedema,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N101.00,24200.0,Spinal enthesopathy,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N21..00,4574.0,Peripheral enthesopathies and allied syndromes,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N210.00,827.0,Adhesive capsulitis of the shoulder,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N210.11,5647.0,Bursitis - shoulder,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N210.12,874.0,Frozen shoulder,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211.00,1726.0,Rotator cuff shoulder syndrome and allied disorders,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211000,20427.0,"Rotator cuff syndrome, unspecified",Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211011,4922.0,Supraspinatus syndrome,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211100,16137.0,Calcifying tendinitis of the shoulder,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211200,17285.0,Bicipital tenosynovitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211300,4278.0,Supraspinatus tendinitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211400,27844.0,Partial thickness rotator cuff tear,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211500,28584.0,Full thickness rotator cuff tear,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211600,10457.0,Subacromial bursitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211700,17603.0,Subdeltoid bursitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211800,17552.0,Bursitis of shoulder,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211z00,20524.0,Rotator cuff syndrome NOS,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211z11,552.0,Painful arc syndrome,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N211z12,3823.0,Subacromial bursitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N212.00,42610.0,Other shoulder affections NEC,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N212000,10555.0,Periarthritis of shoulder,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N212100,1230.0,Scapulohumeral fibrositis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N212200,8298.0,Subacromial impingement,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N212300,52110.0,Coracoid impingement,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N212400,8949.0,Impingement syndrome of shoulder,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N212500,5489.0,Shoulder tendonitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N212z00,9021.0,"Other shoulder affections NEC, NOS",Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213.00,24150.0,Enthesopathy of the elbow region,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213000,1498.0,Elbow enthesopathy unspecified,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213100,5337.0,Medial epicondylitis of the elbow,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213111,730.0,Golfer's elbow,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213200,4795.0,Lateral epicondylitis of the elbow,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213211,360.0,Tennis elbow,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213300,495.0,Olecranon bursitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213400,12828.0,Biceps tendinitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213500,28211.0,Triceps tendinitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N213z00,35673.0,Elbow enthesopathy NOS,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N214.00,32895.0,Enthesopathy of the wrist and carpus,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N214000,17994.0,Bursitis of wrist,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N214100,15401.0,Bursitis of hand,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N214200,16583.0,Periarthritis of wrist,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N214300,106658.0,Carpometacarpal bossing,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N214z00,20087.0,Wrist or carpus enthesopathy NOS,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215.00,24149.0,Enthesopathy of the hip region,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215000,14843.0,"Hip enthesopathy, unspecified",Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215100,9628.0,Bursitis of hip,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215200,8285.0,Gluteal tendinitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215300,20507.0,Iliac crest spur,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215400,20989.0,Psoas tendinitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215500,17129.0,Trochanteric tendinitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215600,17066.0,Adductor tendinitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215700,3546.0,Trochanteric bursitis,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215800,6824.0,Snapping hip,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215900,21994.0,Iliotibial band syndrome,Diagnosis of Enthesopathies & synovial disorders
Enthesopathies & synovial disorders,N215A00,12136.0,Ischial bursitis,Diagnosis of Enthesopathies & synovial disorders
