Disease,Readcode,Medcode,ReadcodeDescr,Category
Depression,1465.00,2716.0,H/O: depression,History of Depression
Depression,212S.00,19439.0,Depression resolved,History of Depression
Depression,8BK0.00,44848.0,Depression management programme,History of Depression
Depression,8CAa.00,30483.0,Patient given advice about management of depression,History of Depression
Depression,8HHq.00,32841.0,Referral for guided self-help for depression,History of Depression
Depression,9H90.00,12399.0,Depression annual review,History of Depression
Depression,9H91.00,12122.0,Depression medication review,History of Depression
Depression,9H92.00,30405.0,Depression interim review,History of Depression
Depression,9HA0.00,42931.0,On depression register,History of Depression
Depression,9k40.00,65435.0,Depression - enhanced service completed,History of Depression
Depression,9k4..00,30583.0,Depression - enhanced services administration,History of Depression
Depression,9kQ..00,96995.0,On full dose long term treatment depression - enh serv admin,History of Depression
Depression,9Ov0.00,71009.0,Depression monitoring first letter,History of Depression
Depression,9Ov1.00,72966.0,Depression monitoring second letter,History of Depression
Depression,9Ov2.00,91105.0,Depression monitoring third letter,History of Depression
Depression,9Ov3.00,88644.0,Depression monitoring verbal invite,History of Depression
Depression,9Ov4.00,85852.0,Depression monitoring telephone invite,History of Depression
Depression,9Ov..00,51258.0,Depression monitoring administration,History of Depression
Depression,E001300,27677.0,Presenile dementia with depression,Diagnosis of Depression
Depression,E002100,21887.0,Senile dementia with depression,Diagnosis of Depression
Depression,E004300,43292.0,Arteriosclerotic dementia with depression,Diagnosis of Depression
Depression,E112000,34390.0,"Single major depressive episode, unspecified",Diagnosis of Depression
Depression,E112100,16506.0,"Single major depressive episode, mild",Diagnosis of Depression
Depression,E112200,15155.0,"Single major depressive episode, moderate",Diagnosis of Depression
Depression,E112300,15219.0,"Single major depressive episode, severe, without psychosis",Diagnosis of Depression
Depression,E112400,32159.0,"Single major depressive episode, severe, with psychosis",Diagnosis of Depression
Depression,E112500,43324.0,"Single major depressive episode, partial or unspec remission",Diagnosis of Depression
Depression,E112600,57409.0,"Single major depressive episode, in full remission",History of Depression
Depression,E112.00,10610.0,Single major depressive episode,Diagnosis of Depression
Depression,E112.11,5879.0,Agitated depression,Diagnosis of Depression
Depression,E112.12,6546.0,Endogenous depression first episode,Diagnosis of Depression
Depression,E112.13,6950.0,Endogenous depression first episode,Diagnosis of Depression
Depression,E112.14,595.0,Endogenous depression,Diagnosis of Depression
Depression,E112z00,7011.0,Single major depressive episode NOS,Diagnosis of Depression
Depression,E113000,35671.0,"Recurrent major depressive episodes, unspecified",Diagnosis of Depression
Depression,E113100,29342.0,"Recurrent major depressive episodes, mild",Diagnosis of Depression
Depression,E113200,14709.0,"Recurrent major depressive episodes, moderate",Diagnosis of Depression
Depression,E113300,25697.0,"Recurrent major depressive episodes, severe, no psychosis",Diagnosis of Depression
Depression,E113400,24171.0,"Recurrent major depressive episodes, severe, with psychosis",Diagnosis of Depression
Depression,E113500,56273.0,"Recurrent major depressive episodes,partial/unspec remission",Diagnosis of Depression
Depression,E113600,55384.0,"Recurrent major depressive episodes, in full remission",History of Depression
Depression,E113700,6482.0,Recurrent depression,Diagnosis of Depression
Depression,E113.00,15099.0,Recurrent major depressive episode,Diagnosis of Depression
Depression,E113.11,6932.0,Endogenous depression - recurrent,Diagnosis of Depression
Depression,E113z00,25563.0,Recurrent major depressive episode NOS,Diagnosis of Depression
Depression,E118.00,10825.0,Seasonal affective disorder,Diagnosis of Depression
Depression,E11..12,2560.0,Depressive psychoses,Diagnosis of Depression
Depression,E11y200,27491.0,Atypical depressive disorder,Diagnosis of Depression
Depression,E11z200,9183.0,Masked depression,Diagnosis of Depression
Depression,E130.00,8478.0,Reactive depressive psychosis,Diagnosis of Depression
Depression,E130.11,17770.0,Psychotic reactive depression,Diagnosis of Depression
Depression,E135.00,1055.0,Agitated depression,Diagnosis of Depression
Depression,E200300,655.0,Anxiety with depression,Diagnosis of Depression
Depression,E291.00,16632.0,Prolonged depressive reaction,Diagnosis of Depression
Depression,E2B1.00,4323.0,Chronic depression,Diagnosis of Depression
Depression,E2B..00,324.0,Depressive disorder NEC,Diagnosis of Depression
Depression,Eu20400,20785.0,[X]Post-schizophrenic depression,Diagnosis of Depression
Depression,Eu25100,11055.0,"[X]Schizoaffective disorder, depressive type",Diagnosis of Depression
Depression,Eu25111,35274.0,"[X]Schizoaffective psychosis, depressive type",Diagnosis of Depression
Depression,Eu25112,41022.0,"[X]Schizophreniform psychosis, depressive type",Diagnosis of Depression
Depression,Eu32000,11717.0,[X]Mild depressive episode,Diagnosis of Depression
Depression,Eu32100,9211.0,[X]Moderate depressive episode,Diagnosis of Depression
