Disease,Readcode,Medcode,ReadcodeDescr,Category
Menorrhagia and polymenorrhoea,151G.00,29459.0,Length of cycle decreasing,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,1572.00,7089.0,H/O: polymenorrhoea,History of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,1573.00,10531.0,H/O: menorrhagia,History of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,1573.11,6238.0,H/O: heavy periods,History of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592000,128.0,Menorrhagia,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592011,812.0,Heavy periods,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592012,100998.0,Heavy menstrual bleeding,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592100,1077.0,Polymenorrhoea,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592111,5277.0,Epimenorrhoea,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592.00,23935.0,Excessive or frequent menstruation,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592.11,20674.0,Frequent menses,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592.12,35691.0,Hypermenorrhoea,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K592z00,20190.0,Excessive or frequent menstruation NOS,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K593.11,8544.0,Pubertal bleeding and menorrhagia,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K5A0.00,15022.0,Premenopausal menorrhagia,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K5A0.11,20795.0,Climacteric menorrhagia,Diagnosis of Menorrhagia and polymenorrhoea
Menorrhagia and polymenorrhoea,K5A6.00,93526.0,Perimenopausal menorrhagia,Diagnosis of Menorrhagia and polymenorrhoea
