Disease,Readcode,Medcode,ReadcodeDescr,Category
Primary Malignancy_Breast,B340000,23380.0,Malignant neoplasm of nipple of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B340100,64686.0,Malignant neoplasm of areola of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B340.00,26853.0,Malignant neoplasm of nipple and areola of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B340z00,59831.0,Malignant neoplasm of nipple or areola of female breast NOS,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B341.00,31546.0,Malignant neoplasm of central part of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B342.00,29826.0,Malignant neoplasm of upper-inner quadrant of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B343.00,45222.0,Malignant neoplasm of lower-inner quadrant of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B344.00,23399.0,Malignant neoplasm of upper-outer quadrant of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B345.00,42070.0,Malignant neoplasm of lower-outer quadrant of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B346.00,20685.0,Malignant neoplasm of axillary tail of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B347.00,49148.0,"Malignant neoplasm, overlapping lesion of breast",Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B34..00,3968.0,Malignant neoplasm of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B34..11,348.0,Ca female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B34y000,95057.0,Malignant neoplasm of ectopic site of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B34y.00,56715.0,Malignant neoplasm of other site of female breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B34yz00,38475.0,Malignant neoplasm of other site of female breast NOS,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B34z.00,9470.0,Malignant neoplasm of female breast NOS,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B350000,68480.0,Malignant neoplasm of nipple of male breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B350100,67884.0,Malignant neoplasm of areola of male breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B350.00,54494.0,Malignant neoplasm of nipple and areola of male breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B35..00,19423.0,Malignant neoplasm of male breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B35z000,95323.0,Malignant neoplasm of ectopic site of male breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B35z.00,54202.0,Malignant neoplasm of other site of male breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B35zz00,48809.0,Malignant neoplasm of male breast NOS,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B36..00,105488.0,Local recurrence of malignant tumour of breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B830000,10387.0,Lobular carcinoma in situ of breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B830100,18694.0,Intraductal carcinoma in situ of breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,B830.00,7833.0,Carcinoma in situ of breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB91.00,8351.0,[M]Infiltrating duct carcinoma,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB91.11,21833.0,[M]Duct carcinoma NOS,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB91000,30189.0,[M]Intraductal papillary adenocarcinoma with invasion,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB96.00,102593.0,[M]Noninfiltrating intraductal papillary adenocarcinoma,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB91100,39760.0,[M]Infiltrating duct and lobular carcinoma,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB92.00,62871.0,"[M]Comedocarcinoma, noninfiltrating",Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB93.00,58131.0,[M]Comedocarcinoma NOS,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB94.00,40359.0,[M]Juvenile breast carcinoma,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB94.11,67701.0,[M]Secretory breast carcinoma,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB9J.00,12300.0,"[M]Paget's disease, mammary",Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB9J.11,60803.0,"[M]Paget's disease, breast",Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB9K000,12480.0,[M]Paget's disease and intraductal carcinoma of breast,Diagnosis of Primary Malignancy_Breast
Primary Malignancy_Breast,BB9K.00,42542.0,[M]Paget's disease and infiltrating breast duct carcinoma,Diagnosis of Primary Malignancy_Breast
