Disease,Readcode,Medcode,ReadcodeDescr,Category
Scleritis and episcleritis,F4K0000,35599.0,Unspecified scleritis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0100,47820.0,Episcleritis periodica fugax,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0200,6783.0,Nodular episcleritis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0300,40365.0,Anterior scleritis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0400,40647.0,Scleromalacia perforans,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0500,37665.0,Sclerokeratitis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0600,51523.0,Brawny scleritis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0700,28123.0,Posterior scleritis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0711,65835.0,Sclerotenonitis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0.00,15996.0,Scleritis and episcleritis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0.11,136.0,Episcleritis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0.12,5318.0,Scleritis,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,F4K0z00,44859.0,Scleritis or episcleritis NOS,Diagnosis of scleritis or episcleritis
Scleritis and episcleritis,FyuD800,101293.0,[X]Scleritis+episcleritis in diseases CE,Diagnosis of scleritis or episcleritis
