Disease,Readcode,Medcode,ReadcodeDescr,Category
Endometrial hyperplasia and hypertrophy,K542000,73811.0,Hypertrophy of uterus unspecified,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K542100,2503.0,Bulky uterus,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K542200,16024.0,Enlarged uterus,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K542.00,64955.0,Hypertrophy of the uterus,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K542z00,66854.0,Hypertrophy of the uterus NOS,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K543000,46084.0,Adenomatous endometrial hyperplasia,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K543100,37561.0,Cystic endometrial hyperplasia,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K543200,21215.0,Glandular endometrial hyperplasia,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K543.00,753.0,Endometrial cystic hyperplasia,Diagnosis of Endometrial hyperplasia and hypertrophy
Endometrial hyperplasia and hypertrophy,K543z00,28607.0,Endometrial cystic hyperplasia NOS,Diagnosis of Endometrial hyperplasia and hypertrophy
