Disease,Readcode,Medcode,ReadcodeDescr,Category
Hypo or hyperthyroidism,1431.00,6245.0,H/O: hyperthyroidism,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,1431.11,8038.0,H/O: thyrotoxicosis,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,143..11,4937.0,H/O: thyroid disorder,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,1432.00,3611.0,H/O: hypothyroidism,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,1433.00,35608.0,H/O: thyroid disorder NOS,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,212P.00,26362.0,Hyperthyroidism resolved,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,66B4.00,28530.0,Thyroid eye disease,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,66B..00,8268.0,Thyroid disease monitoring,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,66BB.00,95885.0,Hypothyroidism annual review,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,66BZ.00,28822.0,Thyroid disease monitoring NOS,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,8CR5.00,85955.0,Hypothyroidism clinical management plan,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,9Oj0.00,46057.0,Hypothyroidism monitoring first letter,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,9Oj1.00,46630.0,Hypothyroidism monitoring second letter,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,9Oj2.00,46640.0,Hypothyroidism monitoring third letter,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,9Oj3.00,19367.0,Hypothyroidism monitoring verbal invite,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,9Oj4.00,85661.0,Hypothyroidism monitoring telephone invitation,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,9Oj..00,28735.0,Hypothyroidism monitoring administration,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,C020000,26702.0,Toxic diffuse goitre with no crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C020100,57011.0,Toxic diffuse goitre with crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C020200,100476.0,Thyroid-associated dermopathy,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C020.00,23315.0,Toxic diffuse goitre,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C020.11,44405.0,Basedow's disease,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C020.12,5257.0,Graves' disease,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C020z00,49334.0,Toxic diffuse goitre NOS,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C021000,26869.0,Toxic uninodular goitre with no crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C021.00,53280.0,Toxic uninodular goitre,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C021z00,61498.0,Toxic uninodular goitre NOS,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C022000,46985.0,Toxic multinodular goitre with no crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C022.00,11426.0,Toxic multinodular goitre,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C022z00,53981.0,Toxic multinodular goitre NOS,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C023000,68512.0,Toxic nodular goitre unspecified with no crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C023100,100004.0,Toxic nodular goitre unspecified with crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C023.00,15790.0,Toxic nodular goitre unspecified,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C023z00,49361.0,Toxic nodular goitre NOS,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02..00,677.0,Thyrotoxicosis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02..11,1472.0,Hyperthyroidism,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02..12,10760.0,Toxic goitre,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02y000,51273.0,Thyrotoxicosis of other specified origin with no crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02y100,106532.0,Thyrotoxicosis of other specified origin with crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02y300,19205.0,Thyroid crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02y.00,43136.0,Thyrotoxicosis of other specified origin,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02yz00,34220.0,Thyrotoxicosis of other specified origin NOS,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02z000,26701.0,Thyrotoxicosis without mention of goitre or cause no crisis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02z100,3194.0,"Thyrotoxicosis without mention of goitre, cause with crisis",Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02z.00,15565.0,Thyrotoxicosis without mention of goitre or other cause,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C02zz00,26699.0,Thyrotoxicosis NOS,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C040.00,28852.0,Postsurgical hypothyroidism,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,C040.11,47521.0,Post ablative hypothyroidism,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,C041000,11322.0,Irradiation hypothyroidism,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,C041.00,50275.0,Other postablative hypothyroidism,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,C041z00,51706.0,Postablative hypothyroidism NOS,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,C043.00,25913.0,Other iatrogenic hypothyroidism,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,C043z00,38976.0,Iatrogenic hypothyroidism NOS,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,C046.00,31971.0,Autoimmune myxoedema,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04..00,3290.0,Acquired hypothyroidism,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04..11,1619.0,Myxoedema,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04..12,14704.0,Thyroid deficiency,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04..13,273.0,Hypothyroidism,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04y.00,24748.0,Other acquired hypothyroidism,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04z000,56722.0,Premature puberty due to hypothyroidism,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04z100,59702.0,Myxoedema coma,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04z.00,3941.0,Hypothyroidism NOS,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04z.11,20310.0,Pretibial myxoedema - hypothyroid,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04z.12,23014.0,Thyroid insufficiency,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C04z.13,18282.0,"Hypothyroid goitre, acquired",Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C052.00,26833.0,Chronic lymphocytic thyroiditis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C052.11,3857.0,Autoimmune thyroiditis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C052.12,3436.0,Hashimoto's disease,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C053.00,70244.0,Chronic fibrous thyroiditis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C05..00,1346.0,Thyroiditis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C05y400,65907.0,Chronic thyroiditis with transient thyrotoxicosis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C05y.00,65444.0,Other and unspecified chronic thyroiditis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C05z.00,20909.0,Thyroiditis NOS,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C06y100,69113.0,Thyroid atrophy,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,C134300,11146.0,TSH - thyroid-stimulating hormone deficiency,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,Cyu1100,73107.0,[X]Other sp cified hypothyroidism,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,Cyu1300,72690.0,[X]Other thyrotoxicosis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,Cyu1400,95335.0,[X]Other chronic thyroiditis,Diagnosis of Hypo or Hyperthyroidism
Hypo or hyperthyroidism,F11x500,47658.0,Cerebral degeneration due to myxoedema,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,F381400,61069.0,Myasthenic syndrome due to hypothyroidism,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,F381600,47695.0,Myasthenic syndrome due to thyrotoxicosis,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,F395300,51416.0,Myopathy due to myxoedema,History of Hypo or hyperthyroidism
Hypo or hyperthyroidism,F395400,48167.0,Myopathy due to thyrotoxicosis,History of Hypo or hyperthyroidism
