Disease,Readcode,Medcode,ReadcodeDescr,Category
Primary Malignancy_Pancreatic,B170.00,8771.0,Malignant neoplasm of head of pancreas,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B171.00,40810.0,Malignant neoplasm of body of pancreas,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B172.00,39870.0,Malignant neoplasm of tail of pancreas,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B173.00,35535.0,Malignant neoplasm of pancreatic duct,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B174.00,35795.0,Malignant neoplasm of Islets of Langerhans,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B175.00,97875.0,"Malignant neoplasm, overlapping lesion of pancreas",Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B17..00,8166.0,Malignant neoplasm of pancreas,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B17y000,96635.0,Malignant neoplasm of ectopic pancreatic tissue,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B17y.00,48537.0,Malignant neoplasm of other specified sites of pancreas,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B17yz00,95783.0,Malignant neoplasm of specified site of pancreas NOS,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,B17z.00,34388.0,Malignant neoplasm of pancreas NOS,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,BB5B100,63102.0,[M]Islet cell carcinoma,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,BB5B300,95609.0,"[M]Insulinoma, malignant",Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,BB5B500,32294.0,"[M]Glucagonoma, malignant",Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,BB5B600,98825.0,[M]Mixed islet cell and exocrine adenocarcinoma,Diagnosis of Primary Malignancy_Pancreatic
Primary Malignancy_Pancreatic,BB5C100,49629.0,"[M]Gastrinoma, malignant",Diagnosis of Primary Malignancy_Pancreatic
