Disease,Readcode,Medcode,ReadcodeDescr,Category
Multiple sclerosis,666A.00,44985.0,Multiple sclerosis review,History of Multiple sclerosis
Multiple sclerosis,666B.00,43232.0,Multiple sclerosis multidisciplinary review,History of Multiple sclerosis
Multiple sclerosis,8Cc0.00,98835.0,Management of multiple sclerosis in onset phase,Diagnosis of Multiple sclerosis
Multiple sclerosis,8Cc1.00,97487.0,Management of multiple sclerosis in early disease phase,Diagnosis of Multiple sclerosis
Multiple sclerosis,8Cc2.00,95864.0,Management of multiple sclerosis in stable disability phase,History of Multiple sclerosis
Multiple sclerosis,8Cc4.00,98521.0,Management of multiple sclerosis in palliative phase,History of Multiple sclerosis
Multiple sclerosis,8CS1.00,50161.0,Multiple sclerosis care plan agreed,History of Multiple sclerosis
Multiple sclerosis,8IAb.00,100503.0,Multiple sclerosis review declined,History of Multiple sclerosis
Multiple sclerosis,9kG..00,48527.0,Spec serv for pat with multiple sclerosis - enh serv admin,History of Multiple sclerosis
Multiple sclerosis,9mD0.00,109049.0,Multiple sclerosis monitoring first letter,History of Multiple sclerosis
Multiple sclerosis,9mD1.00,109302.0,Multiple sclerosis monitoring second letter,History of Multiple sclerosis
Multiple sclerosis,9mD..00,106307.0,Multiple sclerosis monitoring administration,History of Multiple sclerosis
Multiple sclerosis,F200.00,40344.0,Multiple sclerosis of the brain stem,Diagnosis of Multiple sclerosis
Multiple sclerosis,F201.00,69886.0,Multiple sclerosis of the spinal cord,Diagnosis of Multiple sclerosis
Multiple sclerosis,F202.00,23730.0,Generalised multiple sclerosis,Diagnosis of Multiple sclerosis
Multiple sclerosis,F203.00,2298.0,Exacerbation of multiple sclerosis,History of Multiple sclerosis
Multiple sclerosis,F204.00,96291.0,Benign multiple sclerosis,Diagnosis of Multiple sclerosis
Multiple sclerosis,F206.00,96607.0,Primary progressive multiple sclerosis,Diagnosis of Multiple sclerosis
Multiple sclerosis,F207.00,95972.0,Relapsing and remitting multiple sclerosis,Diagnosis of Multiple sclerosis
Multiple sclerosis,F208.00,96246.0,Secondary progressive multiple sclerosis,Diagnosis of Multiple sclerosis
Multiple sclerosis,F20..00,684.0,Multiple sclerosis,Diagnosis of Multiple sclerosis
Multiple sclerosis,F20..11,3440.0,Disseminated sclerosis,Diagnosis of Multiple sclerosis
Multiple sclerosis,F20z.00,20493.0,Multiple sclerosis NOS,Diagnosis of Multiple sclerosis
