Disease,Readcode,Medcode,ReadcodeDescr,Category
Primary Malignancy_Lung and trachea,B220100,103946.0,Malignant neoplasm of mucosa of trachea,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B220.00,15221.0,Malignant neoplasm of trachea,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B220z00,37810.0,Malignant neoplasm of trachea NOS,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B221000,17391.0,Malignant neoplasm of carina of bronchus,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B221100,33444.0,Malignant neoplasm of hilus of lung,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B221.00,12870.0,Malignant neoplasm of main bronchus,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B221z00,21698.0,Malignant neoplasm of main bronchus NOS,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B222000,31700.0,Malignant neoplasm of upper lobe bronchus,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B222100,25886.0,Malignant neoplasm of upper lobe of lung,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B222.00,10358.0,"Malignant neoplasm of upper lobe, bronchus or lung",Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B222.11,20170.0,Pancoast's syndrome,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B222z00,44169.0,"Malignant neoplasm of upper lobe, bronchus or lung NOS",Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B223000,41523.0,Malignant neoplasm of middle lobe bronchus,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B223100,39923.0,Malignant neoplasm of middle lobe of lung,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B223.00,31268.0,"Malignant neoplasm of middle lobe, bronchus or lung",Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B223z00,54134.0,"Malignant neoplasm of middle lobe, bronchus or lung NOS",Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B224000,18678.0,Malignant neoplasm of lower lobe bronchus,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B224100,12582.0,Malignant neoplasm of lower lobe of lung,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B224.00,31188.0,"Malignant neoplasm of lower lobe, bronchus or lung",Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B224z00,42566.0,"Malignant neoplasm of lower lobe, bronchus or lung NOS",Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B225.00,36371.0,Malignant neoplasm of overlapping lesion of bronchus & lung,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B22..00,13243.0,"Malignant neoplasm of trachea, bronchus and lung",Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B22y.00,38961.0,Malignant neoplasm of other sites of bronchus or lung,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B22z.00,3903.0,Malignant neoplasm of bronchus or lung NOS,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,B22z.11,2587.0,Lung cancer,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,BB5S200,34015.0,[M]Bronchiolo-alveolar adenocarcinoma,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,BB5S211,36530.0,[M]Alveolar cell carcinoma,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,BB5S212,16723.0,[M]Bronchiolar carcinoma,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,BB5S400,57802.0,[M]Alveolar adenocarcinoma,Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,Byu2000,40595.0,"[X]Malignant neoplasm of bronchus or lung, unspecified",Diagnosis of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,ZV10100,49289.0,[V]Personal history of malig neop of trachea/bronchus/lung,History of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,ZV10111,32246.0,[V]Personal history of malignant neoplasm of bronchus,History of Primary Malignancy_Lung and trachea
Primary Malignancy_Lung and trachea,ZV10112,29284.0,[V]Personal history of malignant neoplasm of lung,History of Primary Malignancy_Lung and trachea
