Disease,Readcode,Medcode,ReadcodeDescr,Category
Secondary Malignancy_Other organs,1D18.00,8600.0,Pain from metastases,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,5136.00,48991.0,X-ray metastasis control,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B571.00,51551.0,Secondary malignant neoplasm of mediastinum,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B573.00,62584.0,Secondary malignant neoplasm of other respiratory organs,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B57..00,35053.0,Secondary malig neop of respiratory and digestive systems,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B57..11,6471.0,Metastases of respiratory and/or digestive systems,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B57..12,24301.0,Secondary carcinoma of respiratory and/or digestive systems,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B57y.00,56345.0,Secondary malignant neoplasm of other digestive organ,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B57z.00,66083.0,Secondary malig neop of respiratory or digestive system NOS,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B580.00,1952.0,Secondary malignant neoplasm of kidney,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B581000,60134.0,Secondary malignant neoplasm of ureter,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B581100,22146.0,Secondary malignant neoplasm of bladder,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B581200,53528.0,Secondary malignant neoplasm of urethra,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B581.00,73213.0,Secondary malignant neoplasm of other urinary organs,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B581z00,62828.0,Secondary malignant neoplasm of other urinary organ NOS,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582000,43930.0,Secondary malignant neoplasm of skin of head,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582100,100296.0,Secondary malignant neoplasm of skin of face,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582200,35999.0,Secondary malignant neoplasm of skin of neck,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582300,41144.0,Secondary malignant neoplasm of skin of trunk,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582400,63896.0,Secondary malignant neoplasm of skin of shoulder and arm,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582500,48828.0,Secondary malignant neoplasm of skin of hip and leg,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582600,9505.0,Secondary malignant neoplasm of skin of breast,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582.00,19945.0,Secondary malignant neoplasm of skin,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B582z00,55096.0,Secondary malignant neoplasm of skin NOS,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B584.00,54120.0,Secondary malignant neoplasm of other part of nervous system,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B586.00,44615.0,Secondary malignant neoplasm of ovary,Diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B58..00,5842.0,Secondary malignant neoplasm of other specified sites,Possible diagnosis of Secondary Malignancy_Other organs
Secondary Malignancy_Other organs,B58..11,27651.0,Secondary carcinoma of other specified sites,Possible diagnosis of Secondary Malignancy_Other organs
