Disease,Readcode,Medcode,ReadcodeDescr,Category
Hypertension,14A2.00,2666,H/O: hypertension,History of hypertension (1)
Hypertension,2126100,3269,Hypertension resolved,History of hypertension (1)
Hypertension,212K.00,19342,Hypertension resolved,History of hypertension (1)
Hypertension,9OI9.00,66645,Hypertens.monitor deleted,History of hypertension (1)
Hypertension,6624,8296,Borderline hyperten:yearly obs,Hypertension (3)
Hypertension,6627,16565,Good hypertension control,Hypertension (3)
Hypertension,6628,27511,Poor hypertension control,Hypertension (3)
Hypertension,662F.00,21826,Hypertension treatm. started,Hypertension (3)
Hypertension,662G.00,13188,Hypertensive treatm.changed,Hypertension (3)
Hypertension,662O.00,3425,On treatment for hypertension,Hypertension (3)
Hypertension,662b.00,18590,Moderate hypertension control,Hypertension (3)
Hypertension,662c.00,18482,Hypertension six month review,Hypertension (3)
Hypertension,662d.00,19070,Hypertension annual review,Hypertension (3)
Hypertension,662r.00,95359,Trial withdrawal of antihypertensive therapy,Hypertension (3)
Hypertension,7Q01.00,85944,High cost hypertension drugs,Hypertension (3)
Hypertension,8B26.00,18057,Antihypertensive therapy,Hypertension (3)
Hypertension,8BL0.00,11056,Patient on maximal tolerated antihypertensive therapy,Hypertension (3)
Hypertension,8I3N.00,22333,Hypertension treatment refused,Hypertension (3)
Hypertension,F404200,37086,Blind hypertensive eye,Hypertension (3)
Hypertension,F421300,6702,Hypertensive retinopathy,Hypertension (3)
Hypertension,G2...00,204,Hypertensive disease,Hypertension (3)
Hypertension,G2...11,8732,BP - hypertensive disease,Hypertension (3)
Hypertension,G20..00,799,Essential hypertension,Hypertension (3)
Hypertension,G200.00,15377,Malignant essential hypertension,Hypertension (3)
Hypertension,G201.00,1894,Benign essential hypertension,Hypertension (3)
Hypertension,G202.00,4372,Systolic hypertension,Hypertension (3)
Hypertension,G203.00,83473,Diastolic hypertension,Hypertension (3)
Hypertension,G20z.00,10818,Essential hypertension NOS,Hypertension (3)
Hypertension,G20z.11,3712,Hypertension NOS,Hypertension (3)
Hypertension,G21..00,16292,Hypertensive heart disease,Hypertension (3)
Hypertension,G210.00,50157,Malignant hypertensive heart disease,Hypertension (3)
Hypertension,G210000,95334,Malignant hypertensive heart disease without CCF,Hypertension (3)
Hypertension,G210100,72668,Malignant hypertensive heart disease with CCF,Hypertension (3)
Hypertension,G211.00,52427,Benign hypertensive heart disease,Hypertension (3)
Hypertension,G211000,61660,Benign hypertensive heart disease without CCF,Hypertension (3)
Hypertension,G211100,52127,Benign hypertensive heart disease with CCF,Hypertension (3)
Hypertension,G21z.00,31464,Hypertensive heart disease NOS,Hypertension (3)
Hypertension,G21z000,61166,Hypertensive heart disease NOS without CCF,Hypertension (3)
Hypertension,G21z011,8857,Cardiomegaly - hypertensive,Hypertension (3)
Hypertension,G21z100,62718,Hypertensive heart disease NOS with CCF,Hypertension (3)
Hypertension,G21zz00,16173,Hypertensive heart disease NOS,Hypertension (3)
Hypertension,G22..00,4668,Hypertensive renal disease,Hypertension (3)
Hypertension,G220.00,39649,Malignant hypertensive renal disease,Hypertension (3)
Hypertension,G221.00,43935,Benign hypertensive renal disease,Hypertension (3)
Hypertension,G222.00,32423,Hypertensive renal disease with renal failure,Hypertension (3)
Hypertension,G22z.00,15106,Hypertensive renal disease NOS,Hypertension (3)
Hypertension,G22z.11,29310,Renal hypertension,Hypertension (3)
Hypertension,G23..00,63466,Hypertensive heart and renal disease,Hypertension (3)
Hypertension,G230.00,67232,Malignant hypertensive heart and renal disease,Hypertension (3)
Hypertension,G231.00,63000,Benign hypertensive heart and renal disease,Hypertension (3)
Hypertension,G232.00,21837,Hypertensive heart&renal dis wth (congestive) heart failure,Hypertension (3)
Hypertension,G233.00,28684,Hypertensive heart and renal disease with renal failure,Hypertension (3)
Hypertension,G234.00,57987,Hyperten heart&renal dis+both(congestv)heart and renal fail,Hypertension (3)
Hypertension,G23z.00,68659,Hypertensive heart and renal disease NOS,Hypertension (3)
Hypertension,G2y..00,18765,Other specified hypertensive disease,Hypertension (3)
Hypertension,G2z..00,7057,Hypertensive disease NOS,Hypertension (3)
Hypertension,G672.00,3979,Hypertensive encephalopathy,Hypertension (3)
Hypertension,G672.11,31816,Hypertensive crisis,Hypertension (3)
Hypertension,Gyu2.00,69753,[X]Hypertensive diseases,Hypertension (3)
Hypertension,L122.00,66567,Other pre-existing hypertension in preg/childbirth/puerp,Hypertension (3)
Hypertension,L122000,73586,Other pre-existing hypertension in preg/childb/puerp unspec,Hypertension (3)
Hypertension,L122100,72030,Other pre-existing hypertension in preg/childb/puerp - deliv,Hypertension (3)
Hypertension,L122300,96743,Other pre-exist hypertension in preg/childb/puerp-not deliv,Hypertension (3)
Hypertension,L122z00,62432,Other pre-existing hypertension in preg/childb/puerp NOS,Hypertension (3)
Hypertension,L127.00,43664,Pre-eclampsia or eclampsia with pre-existing hypertension,Hypertension (3)
Hypertension,L127z00,93055,Pre-eclampsia or eclampsia + pre-existing hypertension NOS,Hypertension (3)
Hypertension,L128.00,44549,Pre-exist hypertension compl preg childbirth and puerperium,Hypertension (3)
