Disease,Readcode,Medcode,ReadcodeDescr,Category
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),A531300,31709.0,Postherpetic polyneuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),A72x100,97848.0,Mumps polyneuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C106.12,7795.0,Diabetes mellitus with neuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C106.13,16491.0,Diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C108B00,24694.0,Insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C108B11,99231.0,Type I diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C108C00,41716.0,Insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C108J00,39809.0,Insulin dependent diab mell with neuropathic arthropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C108J11,60208.0,Type I diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C108J12,18230.0,Type 1 diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C109A00,72320.0,Non-insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C109A11,50813.0,Type II diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C109B00,45467.0,Non-insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C109B11,47409.0,Type II diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy
Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),C109B12,109865.0,Type 2 diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy
