Disease,Readcode,Medcode,ReadcodeDescr,Category
Coronary heart disease not otherwise specified,14AL.00,45476,H/O: Treatment for ischaemic heart disease,History of (1)
Coronary heart disease not otherwise specified,6A2..00,18135,Coronary heart disease annual review,Diagnosed (3)
Coronary heart disease not otherwise specified,6A4..00,10260,Coronary heart disease review,Diagnosed (3)
Coronary heart disease not otherwise specified,8B3k.00,11648,Coronary heart disease medication review,Diagnosed (3)
Coronary heart disease not otherwise specified,8H2V.00,95550,Admit ischaemic heart disease emergency,Diagnosed (3)
Coronary heart disease not otherwise specified,G3...00,240,Ischaemic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G3...11,24783,Arteriosclerotic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G3...12,20416,Atherosclerotic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G3...13,1792,IHD - Ischaemic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G31..00,27951,Other acute and subacute ischaemic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G311000,61072,Myocardial infarction aborted,Diagnosed (3)
Coronary heart disease not otherwise specified,G311011,55137,MI - myocardial infarction aborted,Diagnosed (3)
Coronary heart disease not otherwise specified,G31y.00,9413,Other acute and subacute ischaemic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G31y200,39693,Subendocardial ischaemia,Diagnosed (3)
Coronary heart disease not otherwise specified,G31y300,21844,Transient myocardial ischaemia,Diagnosed (3)
Coronary heart disease not otherwise specified,G31yz00,27977,Other acute and subacute ischaemic heart disease NOS,Diagnosed (3)
Coronary heart disease not otherwise specified,G34..00,28138,Other chronic ischaemic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G340.00,5413,Coronary atherosclerosis,Diagnosed (3)
Coronary heart disease not otherwise specified,G340.12,1344,Coronary artery disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G343.00,7320,Ischaemic cardiomyopathy,Diagnosed (3)
Coronary heart disease not otherwise specified,G344.00,29421,Silent myocardial ischaemia,Diagnosed (3)
Coronary heart disease not otherwise specified,G34y.00,34633,Other specified chronic ischaemic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G34y100,23078,Chronic myocardial ischaemia,Diagnosed (3)
Coronary heart disease not otherwise specified,G34yz00,35713,Other specified chronic ischaemic heart disease NOS,Diagnosed (3)
Coronary heart disease not otherwise specified,G34z.00,15754,Other chronic ischaemic heart disease NOS,Diagnosed (3)
Coronary heart disease not otherwise specified,G34z000,18889,Asymptomatic coronary heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G3y..00,22383,Other specified ischaemic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,G3z..00,1676,Ischaemic heart disease NOS,Diagnosed (3)
Coronary heart disease not otherwise specified,Gyu3.00,52517,[X]Ischaemic heart diseases,Diagnosed (3)
Coronary heart disease not otherwise specified,Gyu3200,68401,[X]Other forms of acute ischaemic heart disease,Diagnosed (3)
Coronary heart disease not otherwise specified,Gyu3300,47637,[X]Other forms of chronic ischaemic heart disease,Diagnosed (3)
