Disease,Readcode,Medcode,ReadcodeDescr,Category
Slow fetal growth or low birth weight,L265000,31219.0,Small-for-dates unspecified,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,L265100,35139.0,Small-for-dates - delivered,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,L265200,102246.0,Small-for-dates with antenatal problem,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,L265.00,23495.0,Small-for-dates fetus in pregnancy,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,L265z00,55820.0,Small-for-dates NOS,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q10..00,34777.0,Slow fetal growth and fetal malnutrition,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q100.00,22032.0,"Fetus small-for-dates, without mention of malnutrition",Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q100.11,36894.0,"Fetus small-for-dates (SFD), without mention of malnutrition",Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q101.00,63290.0,Fetus small-for-dates with signs of malnutrition,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q101.11,95638.0,Fetus small-for-dates (SFD) with signs of malnutrition,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q10z.00,19575.0,Fetal growth retardation NOS,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q10z.11,4697.0,Intrauterine growth retardation,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q11..00,15563.0,Short gestation and unspecified low birthweight problems,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q110.00,26683.0,Very premature - less than 1000g or less than 28 weeks,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q111.00,23670.0,Premature - weight 1000g-2499g or gestation of 28-37weeks,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q113.00,50704.0,Light for gestational age,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q114.00,27888.0,Low birthweight,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q114000,61211.0,Birth weight 1000-2499 g,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q115.00,73682.0,Extremely low birth weight infant,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q115000,93732.0,Birth weight 999 g or less,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Q13..00,43004.0,Light for gestational age,Diagnosis of Slow fetal growth or low birth weight
Slow fetal growth or low birth weight,Qyu1000,72974.0,[X]Other low birth weight,Diagnosis of Slow fetal growth or low birth weight
