Disease,Readcode,Medcode,ReadcodeDescr,Category
Peripheral arterial disease,14F7.00,106762,H/O: arterial lower limb ulcer,history of PVD during a consultation
Peripheral arterial disease,14NB.00,59534,H/O: Peripheral vascular disease procedure,history of PVD during a consultation
Peripheral arterial disease,2G63.00,9561,Ischaemic toe,Peripheral vascular disease (7)
Peripheral arterial disease,A3A0F00,72632,Gas gangrene-foot,Peripheral vascular disease (7)
Peripheral arterial disease,C107.00,35399,Diabetes mellitus with peripheral circulatory disorder,Peripheral vascular disease (7)
Peripheral arterial disease,C107000,70448,"Diabetes mellitus, juvenile +peripheral circulatory disorder",Peripheral vascular disease (7)
Peripheral arterial disease,C107100,63357,"Diabetes mellitus, adult, + peripheral circulatory disorder",Peripheral vascular disease (7)
Peripheral arterial disease,C107300,69124,IDDM with peripheral circulatory disorder,Peripheral vascular disease (7)
Peripheral arterial disease,C107400,56803,NIDDM with peripheral circulatory disorder,Peripheral vascular disease (7)
Peripheral arterial disease,C107z00,65025,Diabetes mellitus NOS with peripheral circulatory disorder,Peripheral vascular disease (7)
Peripheral arterial disease,C108G00,64446,Insulin dependent diab mell with peripheral angiopathy,Peripheral vascular disease (7)
Peripheral arterial disease,C109F00,54212,Non-insulin-dependent d m with peripheral angiopath,Peripheral vascular disease (7)
Peripheral arterial disease,C109F11,54899,Type II diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7)
Peripheral arterial disease,C109F12,60699,Type 2 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7)
Peripheral arterial disease,C10EG00,93468,Type 1 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7)
Peripheral arterial disease,C10FF00,37806,Type 2 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7)
Peripheral arterial disease,G700.11,19155,Aorto-iliac disease,Peripheral vascular disease (7)
Peripheral arterial disease,G702.00,14797,Extremity artery atheroma,Peripheral vascular disease (7)
Peripheral arterial disease,G702z00,16260,Extremity artery atheroma NOS,Peripheral vascular disease (7)
Peripheral arterial disease,G73..00,5943,Other peripheral vascular disease,Peripheral vascular disease (7)
Peripheral arterial disease,G73..11,5702,Peripheral ischaemic vascular disease,Peripheral vascular disease (7)
Peripheral arterial disease,G73..12,1826,Ischaemia of legs,Peripheral vascular disease (7)
Peripheral arterial disease,G73..13,6827,Peripheral ischaemia,Peripheral vascular disease (7)
Peripheral arterial disease,G731.00,34638,Thromboangiitis obliterans,Peripheral vascular disease (7)
Peripheral arterial disease,G731000,23497,Buerger's disease,Peripheral vascular disease (7)
Peripheral arterial disease,G731z00,67401,Thromboangiitis obliterans NOS,Peripheral vascular disease (7)
Peripheral arterial disease,G732.00,9204,Peripheral gangrene,Peripheral vascular disease (7)
Peripheral arterial disease,G732000,5414,Gangrene of toe,Peripheral vascular disease (7)
Peripheral arterial disease,G732100,12735,Gangrene of foot,Peripheral vascular disease (7)
Peripheral arterial disease,G733.00,98174,Ischaemic foot,Peripheral vascular disease (7)
Peripheral arterial disease,G73y.00,38907,Other specified peripheral vascular disease,Peripheral vascular disease (7)
Peripheral arterial disease,G73y000,34152,Diabetic peripheral angiopathy,Peripheral vascular disease (7)
Peripheral arterial disease,G73y100,23871,Peripheral angiopathic disease EC NOS,Peripheral vascular disease (7)
Peripheral arterial disease,G73y200,4317,Acrocyanosis,Peripheral vascular disease (7)
Peripheral arterial disease,G73y400,22834,Acroparaesthesia - Schultze's type,Peripheral vascular disease (7)
Peripheral arterial disease,G73y500,25954,Acroparaesthesia - Nothnagel's type,Peripheral vascular disease (7)
Peripheral arterial disease,G73y511,68698,Nothnagel's vasomotor acroparaesthesia,Peripheral vascular disease (7)
Peripheral arterial disease,G73y600,3715,Acroparaesthesia - unspecified,Peripheral vascular disease (7)
Peripheral arterial disease,G73y700,15272,Erythrocyanosis,Peripheral vascular disease (7)
Peripheral arterial disease,G73y800,10500,Erythromelalgia,Peripheral vascular disease (7)
Peripheral arterial disease,G73yz00,4325,Other specified peripheral vascular disease NOS,Peripheral vascular disease (7)
Peripheral arterial disease,G73z.00,3530,Peripheral vascular disease NOS,Peripheral vascular disease (7)
Peripheral arterial disease,G73z000,1517,Intermittent claudication,Peripheral vascular disease (7)
Peripheral arterial disease,G73z011,6853,Claudication,Peripheral vascular disease (7)
Peripheral arterial disease,G73zz00,2760,Peripheral vascular disease NOS,Peripheral vascular disease (7)
Peripheral arterial disease,G740.12,5650,Aortoiliac obstruction,Peripheral vascular disease (7)
Peripheral arterial disease,G742z00,15302,Peripheral arterial embolism and thrombosis NOS,Peripheral vascular disease (7)
Peripheral arterial disease,Gyu7400,73961,[X]Other specified peripheral vascular diseases,Peripheral vascular disease (7)
Peripheral arterial disease,M271.12,6308,Ischaemic leg ulcer,Peripheral vascular disease (7)
Peripheral arterial disease,M271000,24327,Ischaemic ulcer diabetic foot,Peripheral vascular disease (7)
Peripheral arterial disease,M271300,11624,Arterial leg ulcer,Peripheral vascular disease (7)
Peripheral arterial disease,M271400,8801,Mixed venous and arterial leg ulcer,Peripheral vascular disease (7)
Peripheral arterial disease,R054200,53634,[D]Gangrene of toe in diabetic,Peripheral vascular disease (7)
Peripheral arterial disease,R054300,31053,[D]Widespread diabetic foot gangrene,Peripheral vascular disease (7)
Peripheral arterial disease,R055000,14796,[D]Failure of peripheral circulation,Peripheral vascular disease (7)
Peripheral arterial disease,R055011,30484,[D]Peripheral circulatory failure,Peripheral vascular disease (7)
Peripheral arterial disease,G742400,2065,Embolism and thrombosis of the femoral artery,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,G742500,4539,Embolism and thrombosis of the popliteal artery,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,G742600,69232,Embolism and thrombosis of the anterior tibial artery,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,G742700,71860,Embolism and thrombosis of the dorsalis pedis artery,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,G742900,44835,Embolism and thrombosis of a leg artery NOS,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,G74y000,54865,Embolism and/or thrombosis of the common iliac artery,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,G74y100,32634,Embolism and/or thrombosis of the internal iliac artery,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,G74y200,56919,Embolism and/or thrombosis of the external iliac artery,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,G74y300,27494,Embolism and thrombosis of the iliac artery unspecified,Leg or aortic embolism or thrombosis (8)
Peripheral arterial disease,7A10000,95573,Emerg aortic bypass by anastomosis axillary to femoral art,Other PAD procedures (3)
Peripheral arterial disease,7A10100,23352,Bypass aorta by anastomosis axillary to femoral artery NEC,Other PAD procedures (3)
Peripheral arterial disease,7A10200,34153,Axillo-bifemoral bypass graft,Other PAD procedures (3)
Peripheral arterial disease,7A10300,40302,Axillo-unifemoral PTFE bypass graft,Other PAD procedures (3)
Peripheral arterial disease,7A12.00,36952,Other bypass of bifurcation of aorta,Other PAD procedures (3)
Peripheral arterial disease,7A12000,48755,Emerg bypass bifurc aorta by anast aorta to femoral artery,Other PAD procedures (3)
Peripheral arterial disease,7A12100,2761,Bypass bifurc aorta by anastom aorta to femoral artery NEC,Other PAD procedures (3)
Peripheral arterial disease,7A12111,14895,Aorto bifemoral graft,Other PAD procedures (3)
Peripheral arterial disease,7A12112,28166,Dacron aortofemoral Y graft,Other PAD procedures (3)
Peripheral arterial disease,7A12300,15532,Bypass bifurcation aorta by anastom aorta to iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A12311,3778,Aorto biiliac graft,Other PAD procedures (3)
Peripheral arterial disease,7A12312,42465,Dacron aortoiliac Y graft,Other PAD procedures (3)
Peripheral arterial disease,7A12y00,55825,Other specified other bypass of bifurcation of aorta,Other PAD procedures (3)
Peripheral arterial disease,7A12z00,64798,Other bypass of bifurcation of aorta NOS,Other PAD procedures (3)
Peripheral arterial disease,7A19200,55402,Open embolectomy of bifurcation of aorta,Other PAD procedures (3)
Peripheral arterial disease,7A41.00,21927,Other bypass of iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A41000,44250,Emerg bypass iliac art by iliac/femoral art anastomosis NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41100,28616,Bypass iliac artery by iliac/femoral artery anastomosis NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41200,72448,Emerg bypass iliac artery by femoral/femoral art anast NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41211,43648,Emergency femoro-femoral prosthetic cross over graft,Other PAD procedures (3)
Peripheral arterial disease,7A41300,36443,Bypass iliac artery by femoral/femoral art anastomosis NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41311,30989,Femoro-femoral prosthetic cross over graft,Other PAD procedures (3)
Peripheral arterial disease,7A41400,68141,Emerg bypass comm iliac art by aorta/com iliac art anast NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41600,66917,Emerg bypass leg artery by aorta/com fem art anastomosis NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41900,32492,Bypass common iliac artery by aorta/com iliac art anast NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41B00,55554,Bypass leg artery by aorta/com femoral art anastomosis NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41C00,66804,Bypass leg artery by aorta/deep femoral art anastomosis NEC,Other PAD procedures (3)
Peripheral arterial disease,7A41F00,41768,Ilio-femoral prosthetic cross over graft,Other PAD procedures (3)
Peripheral arterial disease,7A41y00,52357,Other specified other bypass of iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A41z00,38921,Other bypass of iliac artery NOS,Other PAD procedures (3)
Peripheral arterial disease,7A42.00,39039,Reconstruction of iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A42.11,63280,Reconstruction of common iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A42000,62818,Endarterectomy and patch repair of iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A42011,36065,Endarterectomy and patch repair of common iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A42012,59602,Iliac endarterectomy and patch,Other PAD procedures (3)
Peripheral arterial disease,7A42100,51211,Endarterectomy of iliac artery NEC,Other PAD procedures (3)
Peripheral arterial disease,7A42111,44430,Endarterectomy of common iliac artery NEC,Other PAD procedures (3)
Peripheral arterial disease,7A42y00,50894,Other specified reconstruction of iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A42z00,62866,Reconstruction of iliac artery NOS,Other PAD procedures (3)
Peripheral arterial disease,7A43.00,51331,Other open operations on iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A43.11,53580,Other open operations on common iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A43000,61256,Repair of iliac artery NEC,Other PAD procedures (3)
Peripheral arterial disease,7A43011,66437,Repair of common iliac artery NEC,Other PAD procedures (3)
Peripheral arterial disease,7A43100,61255,Open embolectomy of iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A43111,47562,Open embolectomy of common iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A43300,34037,Open insertion of iliac artery stent,Other PAD procedures (3)
Peripheral arterial disease,7A44000,10827,Percutaneous transluminal angioplasty of iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A44100,66930,Percutaneous transluminal embolectomy of iliac artery,Other PAD procedures (3)
Peripheral arterial disease,7A44300,7111,Insertion of iliac artery stent,Other PAD procedures (3)
