Disease,Readcode,Medcode,ReadcodeDescr,Category
Sickle-cell anaemia,1458.00,100001.0,History of sickle cell anaemia,History of Sickle-cell anaemia
Sickle-cell anaemia,D104211,31075.0,Sickle-cell thalassaemia,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,D106000,69964.0,Sickle-cell anaemia of unspecified type,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,D106100,32937.0,Sickle-cell anaemia with no crisis,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,D106200,31370.0,Sickle-cell anaemia with crisis,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,D106300,31306.0,Sickle-cell anaemia with haemoglobin C disease,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,D106400,8119.0,Sickle-cell anaemia with haemoglobin D disease,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,D106500,93872.0,Sickle-cell anaemia with haemoglobin E disease,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,D106.00,23519.0,Sickle-cell anaemia,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,D106z00,57397.0,Sickle-cell anaemia NOS,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,Dyu1200,48295.0,[X]Other sickle-cell disorders,Diagnosis of Sickle-cell anaemia
Sickle-cell anaemia,F422100,11874.0,Proliferative retinopathy due to sickle cell disease,History of Sickle-cell anaemia
Sickle-cell anaemia,K0G..00,107027.0,Sickle cell nephropathy,History of Sickle-cell anaemia
