Disease,Readcode,Medcode,ReadcodeDescr,Category
Lichen planus,M170000,43912.0,Lichen planus actinicus,Diagnosis of Lichen planus
Lichen planus,M170100,38610.0,Lichen planus annularis,Diagnosis of Lichen planus
Lichen planus,M170200,18954.0,Lichen planus atrophicus,Diagnosis of Lichen planus
Lichen planus,M170300,22154.0,Lichen planus bullosus,Diagnosis of Lichen planus
Lichen planus,M170400,7983.0,Lichen planus hypertrophicus,Diagnosis of Lichen planus
Lichen planus,M170500,40455.0,Lichen planus linearis,Diagnosis of Lichen planus
Lichen planus,M170700,67900.0,Lichen planus obtusus,Diagnosis of Lichen planus
Lichen planus,M170800,57469.0,Subacute active lichen planus,Diagnosis of Lichen planus
Lichen planus,M170900,43358.0,Follicular lichen planus,Diagnosis of Lichen planus
Lichen planus,M170.00,1621.0,Lichen planus,Diagnosis of Lichen planus
Lichen planus,M170z00,38416.0,Lichen planus NOS,Diagnosis of Lichen planus
Lichen planus,M240R00,16628.0,Lichen planopilaris,Diagnosis of Lichen planus
Lichen planus,Myu3200,53843.0,[X]Other lichen planus,Diagnosis of Lichen planus
