Disease,Readcode,Medcode,ReadcodeDescr,Category
Rheumatoid Arthritis,14G1.00,6639.0,H/O: rheumatoid arthritis,History of Rheumatoid Arthritis
Rheumatoid Arthritis,2G25.00,56232.0,O/E - hands - ulnar deviation,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,2G25.11,36678.0,O/E - ulnar deviation,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,2G27.00,33264.0,O/E-hands-rheumatoid spindling,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,66H..13,17412.0,Rheumatoid arthrit. monitoring,History of Rheumatoid Arthritis
Rheumatoid Arthritis,7P20300,102088.0,Delivery of rehabilitation for rheumatoid arthritis,History of Rheumatoid Arthritis
Rheumatoid Arthritis,9mM0.00,107435.0,Rheumatoid arthritis monitoring invitation first letter,History of Rheumatoid Arthritis
Rheumatoid Arthritis,9mM1.00,107575.0,Rheumatoid arthritis monitoring invitation second letter,History of Rheumatoid Arthritis
Rheumatoid Arthritis,9mM2.00,107676.0,Rheumatoid arthritis monitoring invitation third letter,History of Rheumatoid Arthritis
Rheumatoid Arthritis,9mM3.00,107606.0,Rheumatoid arthritis monitoring verbal invitation,History of Rheumatoid Arthritis
Rheumatoid Arthritis,9mM4.00,107797.0,Rheumatoid arthritis monitoring telephone invitation,History of Rheumatoid Arthritis
Rheumatoid Arthritis,9mM..00,107340.0,Rheumatoid arthritis monitoring invitation,History of Rheumatoid Arthritis
Rheumatoid Arthritis,F371200,62401.0,Polyneuropathy in rheumatoid arthritis,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,F396400,31209.0,Myopathy due to rheumatoid arthritis,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,G5y8.00,49787.0,Rheumatoid myocarditis,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,G5yA.00,43816.0,Rheumatoid carditis,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,H570.00,9954.0,Rheumatoid lung,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,N362200,21635.0,Swan-neck finger deformity,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,N040000,44743.0,Rheumatoid arthritis of cervical spine,Diagnosis of Rheumatoid Arthritis
Rheumatoid Arthritis,N040100,44203.0,Other rheumatoid arthritis of spine,Diagnosis of Rheumatoid Arthritis
